,id,x_abs,y_abs,x_rel,y_rel,width,height,label,filename,aspect_ratio,n_colors,contrast
322,4.0,392.0,1612.0,0.233333333333,0.0517811827439,546.0,96.0,4,eatanddust.com,5.6875,356.0,0.106494200244
325,7.0,387.0,3569.0,0.230357142857,0.114644566509,44.0,42.0,1,eatanddust.com,1.04761904762,12.0,0.108766233766
326,8.0,614.0,3567.0,0.365476190476,0.114580321866,37.0,45.0,1,eatanddust.com,0.822222222222,13.0,0.0984984984985
327,9.0,388.0,3614.0,0.230952380952,0.11609007099,70.0,33.0,0,eatanddust.com,2.12121212121,13.0,0.0601731601732
329,11.0,1013.0,5462.0,0.602976190476,0.175452121679,283.0,44.0,3,eatanddust.com,6.43181818182,9.0,0.0134918085448
331,13.0,383.0,446.0,0.227976190476,0.0143265555234,906.0,66.0,5,eatanddust.com,13.7272727273,36.0,0.0110709746471
332,14.0,782.0,469.0,0.465476190476,0.0150653689249,183.0,24.0,4,eatanddust.com,7.625,29.0,0.128415300546
333,15.0,500.0,3566.0,0.297619047619,0.114548199544,42.0,43.0,1,eatanddust.com,0.976744186047,17.0,0.0609080841639
334,0.0,354.0,176.0,0.210714285714,0.0375186527393,576.0,45.0,5,escapebrooklyn.com,12.8,64.0,0.0548225308642
335,1.0,543.0,185.0,0.323214285714,0.0394372202089,84.0,28.0,4,escapebrooklyn.com,3.0,16.0,0.130527210884
336,2.0,746.0,187.0,0.444047619048,0.0398635685355,46.0,24.0,4,escapebrooklyn.com,1.91666666667,3.0,0.128623188406
337,3.0,1192.0,184.0,0.709523809524,0.0392240460456,22.0,26.0,1,escapebrooklyn.com,0.846153846154,9.0,0.174825174825
338,4.0,675.0,79.0,0.401785714286,0.0168407589,344.0,78.0,4,escapebrooklyn.com,4.41025641026,195.0,0.153287119857
339,5.0,363.0,233.0,0.216071428571,0.0496695800469,955.0,537.0,2,escapebrooklyn.com,1.77839851024,11872.0,0.212450398276
340,6.0,655.0,688.0,0.389880952381,0.146663824344,370.0,38.0,4,escapebrooklyn.com,9.73684210526,247.0,0.182859174964
341,7.0,781.0,657.0,0.464880952381,0.140055425282,120.0,31.0,4,escapebrooklyn.com,3.87096774194,6.0,0.234408602151
342,8.0,685.0,1173.0,0.407738095238,0.250053293541,286.0,83.0,4,escapebrooklyn.com,3.44578313253,94.0,0.0924256466425
343,9.0,686.0,2573.0,0.408333333333,0.548497122149,307.0,309.0,2,escapebrooklyn.com,0.993527508091,1600.0,0.194965371114
344,10.0,1003.0,2360.0,0.597023809524,0.503091025368,315.0,90.0,4,escapebrooklyn.com,3.5,183.0,0.120634920635
346,12.0,366.0,4388.0,0.217857142857,0.935408228523,430.0,37.0,3,escapebrooklyn.com,11.6216216216,31.0,0.0232558139535
347,13.0,367.0,4453.0,0.218452380952,0.949264549137,432.0,41.0,3,escapebrooklyn.com,10.5365853659,24.0,0.015977868112
348,14.0,835.0,4384.0,0.497023809524,0.93455553187,431.0,44.0,3,escapebrooklyn.com,9.79545454545,24.0,0.0155557899177
349,15.0,834.0,4456.0,0.496428571429,0.949904071627,102.0,44.0,0,escapebrooklyn.com,2.31818181818,16.0,0.103609625668
350,16.0,1294.0,184.0,0.770238095238,0.0392240460456,20.0,30.0,1,escapebrooklyn.com,0.666666666667,2.0,0.12
351,17.0,685.0,1805.0,0.407738095238,0.384779364741,312.0,92.0,4,escapebrooklyn.com,3.39130434783,206.0,0.125313545151
352,0.0,397.0,225.0,0.235888294712,0.10980966325,576.0,82.0,4,eshebystephanie.blogspot.com,7.0243902439,142.0,0.0711382113821
353,1.0,403.0,464.0,0.2394533571,0.22645192777,567.0,84.0,4,eshebystephanie.blogspot.com,6.75,406.0,0.138867892836
354,2.0,406.0,805.0,0.241235888295,0.392874572962,22.0,23.0,0,eshebystephanie.blogspot.com,0.95652173913,11.0,0.357707509881
355,3.0,505.0,806.0,0.300059417706,0.39336261591,35.0,21.0,0,eshebystephanie.blogspot.com,1.66666666667,5.0,0.104761904762
356,0.0,370.0,22.0,0.220238095238,0.00705806865576,76.0,147.0,2,glennaknits.com,0.517006802721,98.0,0.185911206588
357,1.0,370.0,22.0,0.220238095238,0.00705806865576,76.0,147.0,2,glennaknits.com,0.517006802721,98.0,0.185911206588
358,2.0,448.0,20.0,0.266666666667,0.00641642605069,69.0,151.0,2,glennaknits.com,0.456953642384,44.0,0.262501199731
359,3.0,520.0,18.0,0.309523809524,0.00577478344562,76.0,153.0,2,glennaknits.com,0.496732026144,61.0,0.161076711386
360,4.0,520.0,18.0,0.309523809524,0.00577478344562,76.0,153.0,2,glennaknits.com,0.496732026144,61.0,0.161076711386
361,5.0,597.0,20.0,0.355357142857,0.00641642605069,488.0,151.0,2,glennaknits.com,3.23178807947,425.0,0.0549071762024
362,6.0,1084.0,16.0,0.645238095238,0.00513314084055,77.0,155.0,2,glennaknits.com,0.496774193548,108.0,0.305655634688
363,7.0,1164.0,18.0,0.692857142857,0.00577478344562,70.0,152.0,2,glennaknits.com,0.460526315789,45.0,0.190789473684
364,8.0,1236.0,19.0,0.735714285714,0.00609560474816,76.0,152.0,2,glennaknits.com,0.5,140.0,0.139975761773
365,9.0,373.0,245.0,0.222023809524,0.0786012191209,636.0,310.0,2,glennaknits.com,2.05161290323,8297.0,0.094714952323
366,10.0,373.0,245.0,0.222023809524,0.0786012191209,636.0,310.0,2,glennaknits.com,2.05161290323,8297.0,0.094714952323
367,11.0,580.0,565.0,0.345238095238,0.181264035932,428.0,129.0,4,glennaknits.com,3.31782945736,409.0,0.119303774542
368,12.0,580.0,565.0,0.345238095238,0.181264035932,428.0,129.0,4,glennaknits.com,3.31782945736,409.0,0.119303774542
369,13.0,580.0,565.0,0.345238095238,0.181264035932,428.0,129.0,4,glennaknits.com,3.31782945736,409.0,0.119303774542
370,14.0,580.0,565.0,0.345238095238,0.181264035932,428.0,129.0,4,glennaknits.com,3.31782945736,409.0,0.119303774542
372,16.0,370.0,725.0,0.220238095238,0.232595444338,152.0,227.0,2,glennaknits.com,0.669603524229,43.0,0.150939021563
373,17.0,370.0,725.0,0.220238095238,0.232595444338,152.0,227.0,2,glennaknits.com,0.669603524229,43.0,0.150939021563
374,18.0,548.0,720.0,0.32619047619,0.230991337825,468.0,235.0,4,glennaknits.com,1.9914893617,541.0,0.0831332969631
375,19.0,548.0,720.0,0.32619047619,0.230991337825,468.0,235.0,4,glennaknits.com,1.9914893617,541.0,0.0831332969631
376,20.0,1040.0,187.0,0.619047619048,0.0599935835739,275.0,47.0,5,glennaknits.com,5.85106382979,27.0,0.0444874274662
385,29.0,374.0,1001.0,0.222619047619,0.321142123837,148.0,102.0,2,glennaknits.com,1.45098039216,17.0,0.348900370959
386,30.0,546.0,994.0,0.325,0.318896374719,471.0,173.0,4,glennaknits.com,2.7225433526,560.0,0.109065694685
387,31.0,546.0,994.0,0.325,0.318896374719,471.0,173.0,4,glennaknits.com,2.7225433526,560.0,0.109065694685
388,32.0,373.0,1228.0,0.222023809524,0.393968559512,149.0,99.0,2,glennaknits.com,1.50505050505,22.0,0.172191715816
389,33.0,543.0,1219.0,0.323214285714,0.39108116779,473.0,168.0,4,glennaknits.com,2.81547619048,457.0,0.0937279774489
390,34.0,373.0,1423.0,0.222023809524,0.456528713507,147.0,103.0,2,glennaknits.com,1.42718446602,68.0,0.222244237501
391,35.0,545.0,1423.0,0.324404761905,0.456528713507,469.0,165.0,4,glennaknits.com,2.84242424242,527.0,0.112476578148
392,36.0,371.0,1627.0,0.220833333333,0.521976259224,152.0,100.0,2,glennaknits.com,1.52,178.0,0.169407894737
393,37.0,545.0,1622.0,0.324404761905,0.520372152711,471.0,171.0,4,glennaknits.com,2.75438596491,507.0,0.109956419712
394,38.0,374.0,1833.0,0.222619047619,0.588065447546,150.0,81.0,2,glennaknits.com,1.85185185185,2.0,0.250946502058
395,39.0,374.0,2035.0,0.222619047619,0.652871350658,147.0,95.0,2,glennaknits.com,1.54736842105,236.0,0.1044754744
396,40.0,374.0,2236.0,0.222619047619,0.717356432467,150.0,95.0,2,glennaknits.com,1.57894736842,288.0,0.0699649122807
397,41.0,374.0,2236.0,0.222619047619,0.717356432467,150.0,95.0,2,glennaknits.com,1.57894736842,288.0,0.0699649122807
398,42.0,370.0,2432.0,0.220238095238,0.780237407764,153.0,100.0,2,glennaknits.com,1.53,7.0,0.189869281046
403,47.0,1077.0,2775.0,0.641071428571,0.890279114533,95.0,20.0,3,glennaknits.com,4.75,12.0,0.120526315789
404,48.0,1172.0,2774.0,0.697619047619,0.889958293231,18.0,22.0,0,glennaknits.com,0.818181818182,6.0,0.164141414141
406,50.0,852.0,2775.0,0.507142857143,0.890279114533,20.0,19.0,1,glennaknits.com,1.05263157895,2.0,0.123684210526
411,55.0,603.0,2745.0,0.358928571429,0.880654475457,210.0,43.0,3,glennaknits.com,4.88372093023,19.0,0.040642303433
412,56.0,363.0,2765.0,0.216071428571,0.887070901508,202.0,94.0,4,glennaknits.com,2.14893617021,109.0,0.108120918475
413,57.0,897.0,2773.0,0.533928571429,0.889637471928,21.0,21.0,1,glennaknits.com,1.0,2.0,0.185941043084
414,58.0,877.0,2769.0,0.522023809524,0.888354186718,18.0,26.0,1,glennaknits.com,0.692307692308,6.0,0.235042735043
415,59.0,877.0,2769.0,0.522023809524,0.888354186718,18.0,26.0,1,glennaknits.com,0.692307692308,6.0,0.235042735043
417,61.0,364.0,2876.0,0.216666666667,0.922682066089,217.0,30.0,3,glennaknits.com,7.23333333333,27.0,0.068356374808
418,62.0,369.0,2920.0,0.219642857143,0.936798203401,53.0,27.0,0,glennaknits.com,1.96296296296,14.0,0.187281621244
419,63.0,367.0,2633.0,0.218452380952,0.844722489573,150.0,57.0,0,glennaknits.com,2.63157894737,16.0,0.032865497076
420,64.0,367.0,2633.0,0.218452380952,0.844722489573,150.0,57.0,0,glennaknits.com,2.63157894737,16.0,0.032865497076
421,65.0,1046.0,1476.0,0.622619047619,0.473532242541,96.0,38.0,0,glennaknits.com,2.52631578947,44.0,0.164473684211
422,0.0,1121.0,548.0,0.667261904762,0.0283262689962,200.0,47.0,3,goose-island-fulton,4.25531914894,17.0,0.075
423,0.0,340.0,172.0,0.202380952381,0.0134301553838,999.0,151.0,2,honestlywtf.com,6.61589403974,504.0,0.0583961444889
424,1.0,1195.0,37.0,0.71130952381,0.00288904505349,31.0,37.0,1,honestlywtf.com,0.837837837838,14.0,0.129904097646
425,2.0,1226.0,36.0,0.729761904762,0.00281096275474,30.0,39.0,1,honestlywtf.com,0.769230769231,10.0,0.125641025641
426,3.0,1257.0,37.0,0.748214285714,0.00288904505349,29.0,37.0,1,honestlywtf.com,0.783783783784,20.0,0.21155638397
427,4.0,1287.0,40.0,0.766071428571,0.00312329194972,29.0,31.0,1,honestlywtf.com,0.935483870968,17.0,0.205784204672
428,5.0,1315.0,39.0,0.782738095238,0.00304520965097,31.0,34.0,1,honestlywtf.com,0.911764705882,15.0,0.161290322581
429,6.0,1075.0,9.0,0.639880952381,0.000702740688686,203.0,28.0,3,honestlywtf.com,7.25,2.0,0.153413089374
430,7.0,1278.0,10.0,0.760714285714,0.000780822987429,68.0,26.0,0,honestlywtf.com,2.61538461538,6.0,0.091628959276
431,8.0,1118.0,98.0,0.665476190476,0.0076520652768,86.0,26.0,4,honestlywtf.com,3.30769230769,13.0,0.138193202147
432,9.0,968.0,98.0,0.57619047619,0.0076520652768,120.0,25.0,4,honestlywtf.com,4.8,19.0,0.174333333333
433,10.0,870.0,100.0,0.517857142857,0.00780822987429,68.0,23.0,4,honestlywtf.com,2.95652173913,14.0,0.173273657289
434,11.0,675.0,98.0,0.401785714286,0.0076520652768,165.0,25.0,4,honestlywtf.com,6.6,26.0,0.152242424242
435,12.0,602.0,100.0,0.358333333333,0.00780822987429,48.0,23.0,4,honestlywtf.com,2.08695652174,8.0,0.14402173913
436,13.0,425.0,98.0,0.252976190476,0.0076520652768,146.0,26.0,4,honestlywtf.com,5.61538461538,22.0,0.15779768177
437,14.0,355.0,99.0,0.21130952381,0.00773014757554,41.0,25.0,4,honestlywtf.com,1.64,4.0,0.135609756098
438,15.0,348.0,94.0,0.207142857143,0.00733973608183,864.0,34.0,5,honestlywtf.com,25.4117647059,118.0,0.0894607843137
439,16.0,1053.0,392.0,0.626785714286,0.0306082611072,225.0,28.0,3,honestlywtf.com,8.03571428571,8.0,0.171428571429
440,17.0,1052.0,421.0,0.62619047619,0.0328726477708,226.0,25.0,3,honestlywtf.com,9.04,13.0,0.192212389381
441,18.0,357.0,364.0,0.2125,0.0284219567424,260.0,32.0,4,honestlywtf.com,8.125,46.0,0.143629807692
442,19.0,357.0,396.0,0.2125,0.0309205903022,169.0,22.0,4,honestlywtf.com,7.68181818182,28.0,0.171597633136
443,20.0,358.0,428.0,0.213095238095,0.033419223862,646.0,168.0,4,honestlywtf.com,3.84523809524,581.0,0.169403287631
444,21.0,355.0,595.0,0.21130952381,0.0464553404122,649.0,863.0,2,honestlywtf.com,0.752027809965,12652.0,0.122655944523
445,22.0,1050.0,888.0,0.625,0.0693316677077,280.0,369.0,2,honestlywtf.com,0.758807588076,3016.0,0.0563104916763
446,23.0,1052.0,446.0,0.62619047619,0.0348247052393,90.0,24.0,0,honestlywtf.com,3.75,9.0,0.109722222222
448,25.0,1052.0,548.0,0.62619047619,0.0427890997111,278.0,342.0,2,honestlywtf.com,0.812865497076,2545.0,0.24362615171
449,26.0,885.0,2302.0,0.526785714286,0.179745451706,118.0,23.0,0,honestlywtf.com,5.13043478261,15.0,0.124907885041
450,27.0,688.0,2302.0,0.409523809524,0.179745451706,67.0,25.0,0,honestlywtf.com,2.68,4.0,0.18328358209
452,29.0,1050.0,1254.0,0.625,0.0979152026236,282.0,413.0,2,honestlywtf.com,0.682808716707,1668.0,0.107593632476
489,0.0,457.0,124.0,0.272023809524,0.0530141085934,572.0,57.0,4,index.htm,10.0350877193,105.0,0.0910317752423
490,1.0,456.0,219.0,0.271428571429,0.0936297563061,359.0,233.0,2,index.htm,1.54077253219,1087.0,0.141774361304
491,2.0,827.0,240.0,0.492261904762,0.102607952116,316.0,98.0,4,index.htm,3.22448979592,123.0,0.104462671144
492,3.0,828.0,371.0,0.492857142857,0.158614792646,384.0,106.0,4,index.htm,3.62264150943,312.0,0.137160966981
493,4.0,509.0,32.0,0.302976190476,0.0136810602822,113.0,37.0,4,index.htm,3.05405405405,26.0,0.10978234872
494,5.0,644.0,31.0,0.383333333333,0.0132535271484,138.0,34.0,4,index.htm,4.05882352941,22.0,0.121270247229
495,6.0,808.0,32.0,0.480952380952,0.0136810602822,105.0,31.0,4,index.htm,3.38709677419,20.0,0.121351766513
496,7.0,939.0,31.0,0.558928571429,0.0132535271484,206.0,37.0,4,index.htm,5.56756756757,37.0,0.121884019942
497,8.0,497.0,24.0,0.295833333333,0.0102607952116,656.0,52.0,5,index.htm,12.6153846154,102.0,0.0689493433396
498,9.0,260.0,18.0,0.154761904762,0.00769559640872,219.0,66.0,2,index.htm,3.31818181818,37.0,0.130275356303
500,11.0,1165.0,22.0,0.693452380952,0.00940572894399,94.0,50.0,0,index.htm,1.88,12.0,0.117021276596
501,12.0,1267.0,19.0,0.754166666667,0.00812312954254,89.0,56.0,0,index.htm,1.58928571429,12.0,0.0987158908507
502,13.0,1376.0,31.0,0.819047619048,0.0132535271484,38.0,37.0,1,index.htm,1.02702702703,10.0,0.099573257468
503,14.0,458.0,1317.0,0.272619047619,0.563061137238,115.0,45.0,0,index.htm,2.55555555556,11.0,0.103961352657
504,15.0,574.0,1317.0,0.341666666667,0.563061137238,97.0,45.0,0,index.htm,2.15555555556,5.0,0.0989690721649
505,16.0,673.0,1316.0,0.400595238095,0.562633604104,91.0,47.0,0,index.htm,1.93617021277,11.0,0.10357727379
506,17.0,273.0,1406.0,0.1625,0.601111586148,244.0,37.0,4,index.htm,6.59459459459,45.0,0.131258307488
507,18.0,274.0,1468.0,0.163095238095,0.627618640445,83.0,55.0,2,index.htm,1.50909090909,6.0,0.214457831325
508,19.0,549.0,1464.0,0.326785714286,0.625908507909,87.0,62.0,2,index.htm,1.40322580645,4.0,0.210789766407
509,20.0,827.0,1466.0,0.492261904762,0.626763574177,85.0,59.0,2,index.htm,1.4406779661,50.0,0.223928215354
510,21.0,829.0,1532.0,0.493452380952,0.654980761009,203.0,27.0,4,index.htm,7.51851851852,40.0,0.150337529648
511,22.0,828.0,1560.0,0.492857142857,0.666951688756,215.0,56.0,4,index.htm,3.83928571429,83.0,0.154401993355
512,23.0,275.0,1704.0,0.16369047619,0.728516460026,244.0,43.0,3,index.htm,5.67441860465,34.0,0.0960731986275
513,24.0,525.0,1700.0,0.3125,0.72680632749,139.0,46.0,0,index.htm,3.02173913043,16.0,0.115733500156
515,26.0,270.0,1676.0,0.160714285714,0.716545532279,157.0,22.0,4,index.htm,7.13636363636,25.0,0.17631731326
516,27.0,695.0,1711.0,0.41369047619,0.731509191962,39.0,36.0,1,index.htm,1.08333333333,18.0,0.123219373219
517,28.0,737.0,1710.0,0.43869047619,0.731081658829,40.0,37.0,1,index.htm,1.08108108108,17.0,0.127702702703
518,29.0,781.0,1708.0,0.464880952381,0.730226592561,41.0,41.0,1,index.htm,1.0,19.0,0.14753123141
519,30.0,825.0,1708.0,0.491071428571,0.730226592561,41.0,41.0,1,index.htm,1.0,19.0,0.116002379536
520,31.0,867.0,1706.0,0.516071428571,0.729371526293,42.0,40.0,1,index.htm,1.05,18.0,0.124404761905
521,32.0,911.0,1706.0,0.542261904762,0.729371526293,44.0,44.0,1,index.htm,1.0,6.0,0.0960743801653
522,33.0,959.0,1707.0,0.570833333333,0.729799059427,37.0,41.0,1,index.htm,0.90243902439,6.0,0.123269611074
523,34.0,1030.0,1702.0,0.613095238095,0.727661393758,174.0,45.0,3,index.htm,3.86666666667,38.0,0.129374201788
524,35.0,1209.0,1702.0,0.719642857143,0.727661393758,154.0,44.0,0,index.htm,3.5,22.0,0.121310507674
529,40.0,1134.0,1852.0,0.675,0.791791363831,58.0,94.0,2,index.htm,0.617021276596,17.0,0.208730741012
530,41.0,1203.0,1859.0,0.716071428571,0.794784095767,81.0,75.0,2,index.htm,1.08,102.0,0.17366255144
531,42.0,1293.0,1854.0,0.769642857143,0.792646430098,81.0,80.0,2,index.htm,1.0125,57.0,0.118827160494
534,1.0,684.0,1073.0,0.407142857143,0.0610422118557,308.0,333.0,2,indigenus,0.924924924925,1358.0,0.0943898443898
535,2.0,686.0,1376.0,0.408333333333,0.0782796677665,90.0,26.0,4,indigenus,3.46153846154,17.0,0.111538461538
537,4.0,1023.0,335.0,0.608928571429,0.0190579133007,291.0,139.0,4,indigenus,2.09352517986,354.0,0.137457044674
538,5.0,1105.0,165.0,0.657738095238,0.00938673341677,167.0,31.0,3,indigenus,5.38709677419,64.0,0.0645161290323
539,6.0,1276.0,164.0,0.759523809524,0.00932984412334,46.0,31.0,0,indigenus,1.48387096774,50.0,0.105189340813
540,7.0,357.0,2086.0,0.2125,0.118671066105,637.0,411.0,2,indigenus,1.5498783455,4606.0,0.034731691666
542,9.0,359.0,4551.0,0.21369047619,0.258903174423,642.0,87.0,4,indigenus,7.37931034483,383.0,0.118917176926
543,10.0,1095.0,486.0,0.651785714286,0.0276481966094,22.0,22.0,1,indigenus,1.0,4.0,0.152892561983
544,11.0,1246.0,487.0,0.741666666667,0.0277050859028,22.0,22.0,1,indigenus,1.0,7.0,0.161157024793
545,12.0,357.0,1073.0,0.2125,0.0610422118557,327.0,130.0,4,indigenus,2.51538461538,391.0,0.133615619854
546,0.0,629.0,91.0,0.374404761905,0.0123423301234,421.0,54.0,4,inspiration,7.7962962963,187.0,0.150259523181
547,1.0,327.0,179.0,0.194642857143,0.0242777702428,1029.0,55.0,5,inspiration,18.7090909091,123.0,0.132803251171
551,5.0,334.0,555.0,0.19880952381,0.0752746507527,672.0,163.0,4,inspiration,4.1226993865,653.0,0.129482544552
553,7.0,1056.0,1292.0,0.628571428571,0.175233961752,295.0,40.0,3,inspiration,7.375,11.0,0.126949152542
554,8.0,1048.0,2008.0,0.62380952381,0.272345042723,302.0,57.0,3,inspiration,5.29824561404,20.0,0.0945160915534
555,9.0,1089.0,2150.0,0.648214285714,0.291604502916,68.0,55.0,2,inspiration,1.23636363636,66.0,0.127005347594
557,0.0,976.0,86.0,0.580952380952,0.0346076458753,66.0,42.0,4,jameshaytonphd.com,1.57142857143,5.0,0.0551948051948
558,1.0,881.0,91.0,0.524404761905,0.0366197183099,79.0,34.0,4,jameshaytonphd.com,2.32352941176,9.0,0.0953090096798
559,2.0,1059.0,92.0,0.630357142857,0.0370221327968,77.0,28.0,4,jameshaytonphd.com,2.75,8.0,0.115491651206
560,3.0,1155.0,84.0,0.6875,0.0338028169014,104.0,41.0,4,jameshaytonphd.com,2.53658536585,15.0,0.0738742964353
561,4.0,1282.0,88.0,0.763095238095,0.0354124748491,133.0,38.0,4,jameshaytonphd.com,3.5,24.0,0.0951721408785
562,5.0,459.0,765.0,0.273214285714,0.307847082495,376.0,64.0,3,jameshaytonphd.com,5.875,26.0,0.0711851728723
563,6.0,835.0,765.0,0.497023809524,0.307847082495,369.0,67.0,0,jameshaytonphd.com,5.50746268657,19.0,0.0463535978643
565,8.0,412.0,955.0,0.245238095238,0.38430583501,493.0,57.0,4,jameshaytonphd.com,8.64912280702,103.0,0.0931283584214
566,9.0,865.0,76.0,0.514880952381,0.030583501006,562.0,67.0,5,jameshaytonphd.com,8.38805970149,80.0,0.0386147554045
567,10.0,260.0,1497.0,0.154761904762,0.602414486922,1160.0,420.0,2,jameshaytonphd.com,2.7619047619,7510.0,0.0238895730706
568,11.0,709.0,2200.0,0.422023809524,0.885311871227,48.0,42.0,1,jameshaytonphd.com,1.14285714286,9.0,0.152281746032
569,12.0,832.0,2196.0,0.495238095238,0.88370221328,53.0,52.0,1,jameshaytonphd.com,1.01923076923,2.0,0.0522496371553
570,13.0,770.0,2198.0,0.458333333333,0.884507042254,52.0,48.0,1,jameshaytonphd.com,1.08333333333,7.0,0.0464743589744
571,14.0,268.0,2116.0,0.159523809524,0.851509054326,257.0,64.0,4,jameshaytonphd.com,4.015625,55.0,0.0798881322957
574,0.0,343.0,410.0,0.204166666667,0.0650690366608,41.0,43.0,1,karinecandicekong.com,0.953488372093,15.0,0.0941576857629
575,1.0,429.0,413.0,0.255357142857,0.0655451515632,41.0,40.0,1,karinecandicekong.com,1.025,17.0,0.139634146341
576,2.0,558.0,415.0,0.332142857143,0.0658625614982,40.0,39.0,1,karinecandicekong.com,1.02564102564,13.0,0.099358974359
577,3.0,408.0,0.0,0.242857142857,0.0,829.0,45.0,5,karinecandicekong.com,18.4222222222,87.0,0.0479024259483
579,5.0,1221.0,1434.0,0.726785714286,0.227582923346,125.0,52.0,0,karinecandicekong.com,2.40384615385,10.0,0.122153846154
581,7.0,356.0,1111.0,0.211904761905,0.176321218854,310.0,45.0,3,karinecandicekong.com,6.88888888889,17.0,0.119569892473
582,8.0,356.0,1155.0,0.211904761905,0.183304237423,310.0,42.0,0,karinecandicekong.com,7.38095238095,10.0,0.0676651305684
583,9.0,408.0,1066.0,0.242857142857,0.169179495318,214.0,23.0,4,karinecandicekong.com,9.30434782609,45.0,0.157659488013
584,10.0,361.0,567.0,0.214880952381,0.0899857165529,301.0,303.0,2,karinecandicekong.com,0.993399339934,3152.0,0.132122846836
585,11.0,335.0,2572.0,0.199404761905,0.408189176321,277.0,37.0,3,karinecandicekong.com,7.48648648649,15.0,0.043614011123
586,12.0,611.0,2572.0,0.36369047619,0.408189176321,70.0,39.0,0,karinecandicekong.com,1.79487179487,7.0,0.128937728938
587,13.0,733.0,2979.0,0.43630952381,0.47278209808,609.0,97.0,4,karinecandicekong.com,6.27835051546,419.0,0.135967362416
588,0.0,242.0,182.0,0.144047619048,0.008353605361,800.0,61.0,5,knittedbliss.com,13.1147540984,120.0,0.0497950819672
589,1.0,1386.0,198.0,0.825,0.00908798824987,44.0,38.0,1,knittedbliss.com,1.15789473684,3.0,0.0807416267943
590,2.0,291.0,284.0,0.173214285714,0.0130352962776,378.0,34.0,4,knittedbliss.com,11.1176470588,86.0,0.125972611267
591,3.0,1109.0,810.0,0.660119047619,0.0371781337495,33.0,29.0,1,knittedbliss.com,1.13793103448,5.0,0.0606060606061
592,4.0,1200.0,808.0,0.714285714286,0.0370863358884,35.0,33.0,1,knittedbliss.com,1.06060606061,9.0,0.105627705628
593,5.0,1144.0,859.0,0.680952380952,0.0394271813467,192.0,43.0,0,knittedbliss.com,4.46511627907,31.0,0.170906007752
595,7.0,1064.0,988.0,0.633333333333,0.0453481433883,337.0,42.0,3,knittedbliss.com,8.02380952381,37.0,0.0283312137912
596,8.0,1064.0,1032.0,0.633333333333,0.0473676963327,116.0,52.0,0,knittedbliss.com,2.23076923077,21.0,0.0484084880637
598,10.0,1120.0,270.0,0.666666666667,0.0123927112498,252.0,326.0,2,knittedbliss.com,0.773006134969,1290.0,0.121323887428
599,0.0,743.0,181.0,0.442261904762,0.00907586621872,31.0,31.0,1,knittingkonrad.com,1.0,2.0,0.116545265349
600,1.0,776.0,183.0,0.461904761905,0.00917615203329,29.0,29.0,1,knittingkonrad.com,1.0,3.0,0.14744351962
601,2.0,807.0,183.0,0.480357142857,0.00917615203329,31.0,29.0,1,knittingkonrad.com,1.06896551724,9.0,0.164627363737
602,3.0,840.0,182.0,0.5,0.00912600912601,29.0,32.0,1,knittingkonrad.com,0.90625,17.0,0.155172413793
603,4.0,873.0,182.0,0.519642857143,0.00912600912601,28.0,32.0,1,knittingkonrad.com,0.875,6.0,0.151785714286
604,5.0,902.0,182.0,0.536904761905,0.00912600912601,32.0,32.0,1,knittingkonrad.com,1.0,21.0,0.1181640625
605,6.0,815.0,354.0,0.485119047619,0.0177505891792,50.0,46.0,1,knittingkonrad.com,1.08695652174,3.0,0.0521739130435
606,7.0,477.0,421.0,0.283928571429,0.0211101639673,546.0,31.0,4,knittingkonrad.com,17.6129032258,95.0,0.159636062862
607,8.0,734.0,503.0,0.436904761905,0.0252218823647,209.0,281.0,2,knittingkonrad.com,0.743772241993,1055.0,0.0888828347154
608,9.0,734.0,834.0,0.436904761905,0.0418191846763,437.0,73.0,4,knittingkonrad.com,5.98630136986,276.0,0.071157643961
609,10.0,485.0,1417.0,0.28869047619,0.0710524996239,704.0,48.0,4,knittingkonrad.com,14.6666666667,171.0,0.0888671875
610,11.0,488.0,6562.0,0.290476190476,0.329037757609,707.0,474.0,2,knittingkonrad.com,1.49156118143,6664.0,0.0582421714142
611,12.0,2.0,3.0,0.00119047619048,0.000150428721857,1675.0,331.0,2,knittingkonrad.com,5.06042296073,20688.0,0.00913017991613
612,13.0,718.0,80.0,0.427380952381,0.00401143258286,248.0,57.0,4,knittingkonrad.com,4.35087719298,230.0,0.0950764006791
613,14.0,777.0,138.0,0.4625,0.00691972120544,128.0,24.0,4,knittingkonrad.com,5.33333333333,51.0,0.1513671875
614,15.0,743.0,235.0,0.442261904762,0.0117835832122,196.0,20.0,4,knittingkonrad.com,9.8,60.0,0.202295918367
615,0.0,373.0,176.0,0.222023809524,0.00210003818251,709.0,478.0,2,leahyetter.wordpress.com,1.48326359833,10311.0,0.0193212197036
616,1.0,370.0,662.0,0.220238095238,0.00789900725468,724.0,53.0,4,leahyetter.wordpress.com,13.6603773585,232.0,0.0893620348171
618,3.0,373.0,1567.0,0.222023809524,0.0186974990454,710.0,477.0,2,leahyetter.wordpress.com,1.48846960168,13773.0,0.0520122833437
620,5.0,1121.0,1081.0,0.667261904762,0.0128985299733,124.0,27.0,3,leahyetter.wordpress.com,4.59259259259,3.0,0.154121863799
621,6.0,1245.0,1083.0,0.741071428571,0.0129223940435,44.0,23.0,0,leahyetter.wordpress.com,1.91304347826,6.0,0.235177865613
