id,x_abs,y_abs,x_rel,y_rel,width,height,label,filename
50,852,2775,0.5071428571428571,0.8902791145332049,20,19,Icon,glennaknits.com
51,1043,567,0.6208333333333333,0.1819056785370549,269,362,List,glennaknits.com
52,1047,979,0.6232142857142857,0.31408405518126403,267,225,List,glennaknits.com
53,1044,1218,0.6214285714285714,0.3907603464870068,262,199,List,glennaknits.com
54,1044,1218,0.6214285714285714,0.3907603464870068,262,199,List,glennaknits.com
55,603,2745,0.35892857142857143,0.8806544754571703,210,43,Input field,glennaknits.com
56,363,2765,0.21607142857142855,0.8870709015078602,202,94,Text,glennaknits.com
57,897,2773,0.5339285714285714,0.889637471928136,21,21,Icon,glennaknits.com
58,877,2769,0.5220238095238096,0.8883541867179979,18,26,Icon,glennaknits.com
59,877,2769,0.5220238095238096,0.8883541867179979,18,26,Icon,glennaknits.com
60,843,2763,0.5017857142857143,0.8864292589027911,86,36,List,glennaknits.com
61,364,2876,0.21666666666666667,0.9226820660891883,217,30,Input field,glennaknits.com
62,369,2920,0.21964285714285714,0.936798203400706,53,27,Button,glennaknits.com
63,367,2633,0.21845238095238093,0.8447224895733076,150,57,Button,glennaknits.com
64,367,2633,0.21845238095238093,0.8447224895733076,150,57,Button,glennaknits.com
65,1046,1476,0.6226190476190476,0.4735322425409047,96,38,Button,glennaknits.com
id,x_abs,y_abs,x_rel,y_rel,width,height,label,goose-island-fulton
0,1121,548,0.6672619047619047,0.02832626899617492,200,47,Input field,goose-island-fulton
0,340,172,0.2023809523809524,0.013430155383774496,999,151,Image,honestlywtf.com
1,1195,37,0.7113095238095238,0.0028890450534863744,31,37,Icon,honestlywtf.com
2,1226,36,0.7297619047619047,0.0028109627547435,30,39,Icon,honestlywtf.com
3,1257,37,0.7482142857142857,0.0028890450534863744,29,37,Icon,honestlywtf.com
4,1287,40,0.7660714285714286,0.003123291949715,29,31,Icon,honestlywtf.com
5,1315,39,0.7827380952380952,0.0030452096509721244,31,34,Icon,honestlywtf.com
6,1075,9,0.6398809523809523,0.0007027406886858749,203,28,Input field,honestlywtf.com
7,1278,10,0.7607142857142857,0.0007808229874287499,68,26,Button,honestlywtf.com
8,1118,98,0.6654761904761904,0.007652065276801749,86,26,Text,honestlywtf.com
9,968,98,0.5761904761904761,0.007652065276801749,120,25,Text,honestlywtf.com
10,870,100,0.5178571428571429,0.007808229874287498,68,23,Text,honestlywtf.com
11,675,98,0.4017857142857143,0.007652065276801749,165,25,Text,honestlywtf.com
12,602,100,0.3583333333333333,0.007808229874287498,48,23,Text,honestlywtf.com
13,425,98,0.2529761904761905,0.007652065276801749,146,26,Text,honestlywtf.com
14,355,99,0.2113095238095238,0.007730147575544624,41,25,Text,honestlywtf.com
15,348,94,0.2071428571428572,0.007339736081830249,864,34,Navigation Menu,honestlywtf.com
16,1053,392,0.6267857142857143,0.030608261107206994,225,28,Input field,honestlywtf.com
17,1052,421,0.6261904761904762,0.03287264777075037,226,25,Input field,honestlywtf.com
18,357,364,0.2125,0.028421956742406492,260,32,Text,honestlywtf.com
19,357,396,0.2125,0.030920590302178495,169,22,Text,honestlywtf.com
20,358,428,0.2130952380952381,0.033419223861950495,646,168,Text,honestlywtf.com
21,355,595,0.2113095238095238,0.04645534041224235,649,863,Image,honestlywtf.com
22,1050,888,0.625,0.0693316677076827,280,369,Image,honestlywtf.com
23,1052,446,0.6261904761904762,0.03482470523932225,90,24,Button,honestlywtf.com
24,1051,390,0.6255952380952381,0.03045209650972125,230,82,Form,honestlywtf.com
25,1052,548,0.6261904761904762,0.042789099711095485,278,342,Image,honestlywtf.com
26,885,2302,0.5267857142857143,0.17974545170609826,118,23,Button,honestlywtf.com
27,688,2302,0.4095238095238095,0.17974545170609826,67,25,Button,honestlywtf.com
28,338,2288,0.2011904761904762,0.178652299523698,686,11,Line,honestlywtf.com
29,1050,1254,0.625,0.09791520262356523,282,413,Image,honestlywtf.com
30,372,11413,0.22142857142857145,0.8911532755524323,606,169,List,honestlywtf.com
0,457,124,0.2720238095238095,0.05301410859341599,572,57,Text,index.htm
1,456,219,0.2714285714285714,0.09362975630611373,359,233,Image,index.htm
2,827,240,0.4922619047619048,0.102607952116289,316,98,Text,index.htm
3,828,371,0.4928571428571429,0.1586147926464301,384,106,Text,index.htm
4,509,32,0.30297619047619045,0.01368106028217187,113,37,Text,index.htm
5,644,31,0.38333333333333336,0.013253527148353995,138,34,Text,index.htm
6,808,32,0.480952380952381,0.01368106028217187,105,31,Text,index.htm
7,939,31,0.5589285714285714,0.013253527148353995,206,37,Text,index.htm
8,497,24,0.2958333333333333,0.010260795211628902,656,52,Navigation Menu,index.htm
9,260,18,0.15476190476190474,0.007695596408721676,219,66,Image,index.htm
10,265,123,0.15773809523809526,0.05258657545959812,165,108,List,index.htm
11,1165,22,0.6934523809523809,0.00940572894399316,94,50,Button,index.htm
12,1267,19,0.7541666666666667,0.008123129542539546,89,56,Button,index.htm
13,1376,31,0.8190476190476189,0.013253527148353995,38,37,Icon,index.htm
14,458,1317,0.2726190476190476,0.563061137238136,115,45,Button,index.htm
15,574,1317,0.3416666666666667,0.563061137238136,97,45,Button,index.htm
16,673,1316,0.4005952380952381,0.5626336041043181,91,47,Button,index.htm
17,273,1406,0.1625,0.6011115861479265,244,37,Text,index.htm
18,274,1468,0.1630952380952381,0.6276186404446344,83,55,Image,index.htm
19,549,1464,0.3267857142857143,0.6259085079093629,87,62,Image,index.htm
20,827,1466,0.4922619047619048,0.6267635741769987,85,59,Image,index.htm
21,829,1532,0.49345238095238103,0.6549807610089782,203,27,Text,index.htm
22,828,1560,0.4928571428571429,0.6669516887558786,215,56,Text,index.htm
23,275,1704,0.1636904761904762,0.7285164600256521,244,43,Input field,index.htm
24,525,1700,0.3125,0.7268063274903805,139,46,Button,index.htm
25,272,1700,0.1619047619047619,0.7268063274903805,394,48,Form,index.htm
26,270,1676,0.16071428571428573,0.7165455322787516,157,22,Text,index.htm
27,695,1711,0.41369047619047616,0.7315091919623771,39,36,Icon,index.htm
28,737,1710,0.4386904761904762,0.7310816588285592,40,37,Icon,index.htm
29,781,1708,0.4648809523809524,0.7302265925609235,41,41,Icon,index.htm
30,825,1708,0.4910714285714286,0.7302265925609235,41,41,Icon,index.htm
31,867,1706,0.5160714285714286,0.7293715262932877,42,40,Icon,index.htm
32,911,1706,0.5422619047619047,0.7293715262932877,44,44,Icon,index.htm
33,959,1707,0.5708333333333333,0.7297990594271055,37,41,Icon,index.htm
34,1030,1702,0.6130952380952381,0.7276613937580162,174,45,Input field,index.htm
35,1209,1702,0.7196428571428571,0.7276613937580162,154,44,Button,index.htm
36,1028,1699,0.6119047619047621,0.7263787943565626,340,51,Form,index.htm
37,498,1816,0.29642857142857143,0.7764001710132535,114,122,List,index.htm
38,655,1815,0.3898809523809524,0.7759726378794357,106,144,List,index.htm
39,813,1815,0.4839285714285714,0.7759726378794357,150,147,List,index.htm
40,1134,1852,0.675,0.7917913638306969,58,94,Image,index.htm
41,1203,1859,0.7160714285714286,0.7947840957674219,81,75,Image,index.htm
42,1293,1854,0.7696428571428572,0.7926464300983326,81,80,Image,index.htm
43,267,2070,0.15892857142857142,0.8849935870029927,1067,25,List,index.htm
0,1006,1058,0.5988095238095238,0.06018887245420412,217,624,List,indigenus
1,684,1073,0.4071428571428571,0.06104221185572875,308,333,Image,indigenus
2,686,1376,0.4083333333333333,0.07827966776652634,90,26,Text,indigenus
3,1014,630,0.6035714285714285,0.03584025486403459,310,13,Line,indigenus
4,1023,335,0.6089285714285714,0.0190579133007168,291,139,Text,indigenus
5,1105,165,0.6577380952380952,0.009386733416770964,167,31,Input field,indigenus
6,1276,164,0.7595238095238095,0.009329844123335988,46,31,Button,indigenus
7,357,2086,0.2125,0.11867106610535898,637,411,Image,indigenus
8,495,3365,0.29464285714285715,0.19143247240869268,504,17,Line,indigenus
9,359,4551,0.21369047619047615,0.2589031744225737,642,87,Text,indigenus
10,1095,486,0.6517857142857143,0.027648196609398108,22,22,Icon,indigenus
11,1246,487,0.7416666666666667,0.027705085902833087,22,22,Icon,indigenus
12,357,1073,0.2125,0.06104221185572875,327,130,Text,indigenus
0,629,91,0.3744047619047619,0.012342330123423301,421,54,Text,inspiration
1,327,179,0.19464285714285715,0.0242777702427777,1029,55,Navigation Menu,inspiration
2,335,183,0.19940476190476192,0.0248202902482029,1012,18,Line,inspiration
3,335,219,0.19940476190476192,0.0297029702970297,1013,12,Line,inspiration
4,338,432,0.2011904761904762,0.05859216058592161,665,18,Line,inspiration
5,334,555,0.1988095238095238,0.0752746507527465,672,163,Text,inspiration
6,1053,1233,0.6267857142857143,0.16723179167231791,304,107,Form,inspiration
7,1056,1292,0.6285714285714286,0.17523396175233963,295,40,Input field,inspiration
8,1048,2008,0.6238095238095238,0.27234504272345045,302,57,Input field,inspiration
9,1089,2150,0.6482142857142857,0.291604502916045,68,55,Image,inspiration
10,1053,2290,0.6267857142857143,0.310592703105927,295,680,List,inspiration
id,x_abs,y_abs,x_rel,y_rel,width,height,label,inspiration
0,976,86,0.580952380952381,0.03460764587525151,66,42,Text,jameshaytonphd.com
1,881,91,0.5244047619047619,0.03661971830985916,79,34,Text,jameshaytonphd.com
2,1059,92,0.6303571428571428,0.03702213279678068,77,28,Text,jameshaytonphd.com
3,1155,84,0.6875,0.03380281690140845,104,41,Text,jameshaytonphd.com
4,1282,88,0.7630952380952379,0.035412474849094565,133,38,Text,jameshaytonphd.com
5,459,765,0.2732142857142857,0.30784708249496984,376,64,Input field,jameshaytonphd.com
6,835,765,0.4970238095238095,0.30784708249496984,369,67,Button,jameshaytonphd.com
7,452,757,0.26904761904761904,0.3046277665995976,762,87,Form,jameshaytonphd.com
8,412,955,0.24523809523809526,0.3843058350100604,493,57,Text,jameshaytonphd.com
9,865,76,0.5148809523809523,0.03058350100603622,562,67,Navigation Menu,jameshaytonphd.com
10,260,1497,0.15476190476190474,0.6024144869215292,1160,420,Image,jameshaytonphd.com
11,709,2200,0.4220238095238095,0.8853118712273642,48,42,Icon,jameshaytonphd.com
12,832,2196,0.4952380952380953,0.8837022132796779,53,52,Icon,jameshaytonphd.com
13,770,2198,0.4583333333333333,0.8845070422535212,52,48,Icon,jameshaytonphd.com
14,268,2116,0.1595238095238095,0.8515090543259557,257,64,Text,jameshaytonphd.com
15,711,584,0.4232142857142857,0.23501006036217306,479,29,Line,jameshaytonphd.com
16,408,1040,0.24285714285714285,0.4185110663983904,569,398,List,jameshaytonphd.com
0,343,410,0.20416666666666666,0.06506903666084747,41,43,Icon,karinecandicekong.com
1,429,413,0.25535714285714284,0.06554515156324392,41,40,Icon,karinecandicekong.com
2,558,415,0.33214285714285713,0.06586256149817489,40,39,Icon,karinecandicekong.com
3,408,0,0.24285714285714285,0.0,829,45,Navigation Menu,karinecandicekong.com
4,541,187,0.32202380952380955,0.029677828916045076,577,17,Line,karinecandicekong.com
5,1221,1434,0.7267857142857143,0.2275829233455007,125,52,Button,karinecandicekong.com
6,332,998,0.1976190476190476,0.1583875575305507,359,231,Form,karinecandicekong.com
7,356,1111,0.2119047619047619,0.17632121885415014,310,45,Input field,karinecandicekong.com
8,356,1155,0.2119047619047619,0.18330423742263133,310,42,Button,karinecandicekong.com
9,408,1066,0.24285714285714285,0.16917949531820345,214,23,Text,karinecandicekong.com
10,361,567,0.2148809523809524,0.08998571655292811,301,303,Image,karinecandicekong.com
11,335,2572,0.19940476190476192,0.4081891763212189,277,37,Input field,karinecandicekong.com
12,611,2572,0.3636904761904762,0.4081891763212189,70,39,Button,karinecandicekong.com
13,733,2979,0.4363095238095238,0.4727820980796699,609,97,Text,karinecandicekong.com
0,242,182,0.14404761904761906,0.008353605360995088,800,61,Navigation Menu,knittedbliss.com
1,1386,198,0.825,0.009087988249873778,44,38,Icon,knittedbliss.com
2,291,284,0.1732142857142857,0.013035296277596732,378,34,Text,knittedbliss.com
3,1109,810,0.6601190476190476,0.03717813374948364,33,29,Icon,knittedbliss.com
4,1200,808,0.7142857142857143,0.0370863358883738,35,33,Icon,knittedbliss.com
5,1144,859,0.6809523809523811,0.03942718134667463,192,43,Button,knittedbliss.com
6,1053,952,0.6267857142857143,0.043695781888282006,367,140,Form,knittedbliss.com
7,1064,988,0.6333333333333333,0.04534814338825905,337,42,Input field,knittedbliss.com
8,1064,1032,0.6333333333333333,0.04736769633267545,116,52,Button,knittedbliss.com
9,353,85,0.2101190476190476,0.003901409097168036,186,16,Line,knittedbliss.com
10,1120,270,0.6666666666666666,0.01239271124982788,252,326,Image,knittedbliss.com
0,743,181,0.4422619047619048,0.009075866218723359,31,31,Icon,knittingkonrad.com
1,776,183,0.4619047619047619,0.009176152033294893,29,29,Icon,knittingkonrad.com
2,807,183,0.4803571428571429,0.009176152033294893,31,29,Icon,knittingkonrad.com
3,840,182,0.5,0.009126009126009126,29,32,Icon,knittingkonrad.com
4,873,182,0.5196428571428572,0.009126009126009126,28,32,Icon,knittingkonrad.com
5,902,182,0.5369047619047619,0.009126009126009126,32,32,Icon,knittingkonrad.com
6,815,354,0.4851190476190476,0.01775058917916061,50,46,Icon,knittingkonrad.com
7,477,421,0.2839285714285714,0.021110163967306826,546,31,Text,knittingkonrad.com
8,734,503,0.4369047619047619,0.02522188236473951,209,281,Image,knittingkonrad.com
9,734,834,0.4369047619047619,0.04181918467632753,437,73,Text,knittingkonrad.com
10,485,1417,0.28869047619047616,0.07105249962392819,704,48,Text,knittingkonrad.com
11,488,6562,0.2904761904761905,0.3290377576091862,707,474,Image,knittingkonrad.com
12,2,3,0.0011904761904761904,0.00015042872185729332,1675,331,Image,knittingkonrad.com
13,718,80,0.4273809523809524,0.004011432582861154,248,57,Text,knittingkonrad.com
14,777,138,0.4625,0.006919721205435491,128,24,Text,knittingkonrad.com
15,743,235,0.4422619047619048,0.011783583212154641,196,20,Text,knittingkonrad.com
0,373,176,0.2220238095238095,0.0021000381825124095,709,478,Image,leahyetter.wordpress.com
1,370,662,0.22023809523809526,0.007899007254677359,724,53,Text,leahyetter.wordpress.com
2,1120,1528,0.6666666666666666,0.018232149675448645,115,357,List,leahyetter.wordpress.com
3,373,1567,0.2220238095238095,0.018697499045437188,710,477,Image,leahyetter.wordpress.com
4,1116,1074,0.6642857142857143,0.01281500572737686,182,44,Form,leahyetter.wordpress.com
5,1121,1081,0.6672619047619047,0.012898529973272241,124,27,Input field,leahyetter.wordpress.com
6,1245,1083,0.7410714285714286,0.012922394043528063,44,23,Button,leahyetter.wordpress.com
7,369,1226,0.21964285714285714,0.014628675066819396,734,24,Line,leahyetter.wordpress.com
0,511,331,0.3036244800950683,0.03044238020785432,212,147,Image,lifeunbounded.blogspot.fi
1,507,489,0.30124777183600715,0.044973788282902605,422,182,Text,lifeunbounded.blogspot.fi
2,948,804,0.5632798573975044,0.07394463349581533,232,91,Form,lifeunbounded.blogspot.fi
3,950,838,0.5644682115270351,0.07707164536006622,157,38,Input field,lifeunbounded.blogspot.fi
4,1106,838,0.6571598336304219,0.07707164536006622,67,38,Button,lifeunbounded.blogspot.fi
5,951,814,0.5650623885918004,0.07486434286765382,130,24,Text,lifeunbounded.blogspot.fi
6,508,785,0.3018419489007724,0.07219718568932218,27,25,Button,lifeunbounded.blogspot.fi
7,548,786,0.3256090314913844,0.07228915662650602,23,22,Button,lifeunbounded.blogspot.fi
8,937,1450,0.5567439096850861,0.13335785891658236,198,301,List,lifeunbounded.blogspot.fi
9,935,341,0.5555555555555556,0.03136208957969282,291,457,List,lifeunbounded.blogspot.fi
0,367,413,0.21806298276886515,0.032392156862745096,680,65,Navigation Menu,livingawritinglife.blogspot.fi
1,1030,521,0.6120023767082591,0.04086274509803922,286,287,Image,livingawritinglife.blogspot.fi
2,859,430,0.5103980986333928,0.03372549019607843,163,33,Text,livingawritinglife.blogspot.fi
3,397,578,0.2358882947118241,0.04533333333333334,568,48,Text,livingawritinglife.blogspot.fi
4,629,636,0.37373737373737376,0.04988235294117647,347,324,Image,livingawritinglife.blogspot.fi
5,670,893,0.39809863339275103,0.07003921568627451,274,55,Text,livingawritinglife.blogspot.fi
6,1261,1219,0.7492572786690433,0.0956078431372549,81,30,Rating bar,livingawritinglife.blogspot.fi
7,394,2406,0.23410576351752824,0.1887058823529412,590,19,Line,livingawritinglife.blogspot.fi
8,1022,2411,0.6072489601901366,0.18909803921568627,297,109,Form,livingawritinglife.blogspot.fi
9,1029,2421,0.6114081996434938,0.18988235294117647,156,29,Text,livingawritinglife.blogspot.fi
10,1027,2456,0.6102198455139631,0.19262745098039216,208,37,Input field,livingawritinglife.blogspot.fi
11,1235,2458,0.7338086749851456,0.1927843137254902,67,33,Button,livingawritinglife.blogspot.fi
12,399,1166,0.23707664884135474,0.09145098039215686,262,341,Image,livingawritinglife.blogspot.fi
13,394,1523,0.23410576351752824,0.11945098039215685,583,154,Text,livingawritinglife.blogspot.fi
0,1149,96,0.6839285714285714,0.005283434232250963,143,43,Input field,lookingatthewest.com
1,1152,427,0.6857142857142857,0.023500275178866263,180,35,Input field,lookingatthewest.com
2,1153,466,0.6863095238095238,0.025646670335718217,66,29,Button,lookingatthewest.com
3,531,849,0.31607142857142856,0.046725371491469464,39,37,Icon,lookingatthewest.com
4,644,850,0.38333333333333336,0.04678040726472207,37,38,Icon,lookingatthewest.com
5,532,891,0.31666666666666665,0.04903687396807925,66,33,Button,lookingatthewest.com
6,605,3820,0.3601190476190476,0.21023665382498624,40,39,Icon,lookingatthewest.com
0,427,155,0.25416666666666665,0.005268703898840885,550,71,Navigation Menu,marketingforscientists.com
1,1025,176,0.6101190476190477,0.005982528298038682,217,37,Input field,marketingforscientists.com
2,445,234,0.2648809523809524,0.007954043305346884,417,68,Text,marketingforscientists.com
3,446,379,0.2654761904761905,0.012882830823617393,483,177,Text,marketingforscientists.com
4,951,747,0.5660714285714286,0.025391753628607364,291,261,Form,marketingforscientists.com
5,973,766,0.5791666666666667,0.026037594751691085,245,59,Input field,marketingforscientists.com
6,974,833,0.5797619047619048,0.028315034501512633,246,63,Input field,marketingforscientists.com
7,976,928,0.580952380952381,0.03154424011693124,115,28,Button,marketingforscientists.com
8,455,565,0.2708333333333333,0.019205275502226445,464,407,Image,marketingforscientists.com
9,444,1666,0.2642857142857143,0.056630069003025266,500,596,List,marketingforscientists.com
0,23,316,0.01369047619047619,0.038758739114436405,176,39,Input field,microbematters.org
1,959,241,0.5708333333333333,0.029559671286642955,250,43,Navigation Menu,microbematters.org
2,19,1118,0.01130952380952381,0.13712743775297437,187,275,List,microbematters.org
3,917,1042,0.5458333333333333,0.127805715687477,322,26,Line,microbematters.org
4,915,1069,0.5446428571428571,0.13111738010548266,324,262,List,microbematters.org
5,916,1343,0.5452380952380952,0.16472464123635472,324,22,Line,microbematters.org
6,919,1526,0.5470238095238096,0.18717036673617074,313,368,List,microbematters.org
7,330,1487,0.19642857142857142,0.18238685146571815,237,245,Text,microbematters.org
8,568,286,0.3380952380952381,0.035079111983319027,348,196,Image,microbematters.org
9,912,287,0.5428571428571428,0.03520176622102294,348,195,Image,microbematters.org
10,222,287,0.13214285714285715,0.03520176622102294,348,194,Image,microbematters.org
id,x_abs,y_abs,x_rel,y_rel,width,height,label,microbematters.org
0,476,266,0.2833333333333333,0.0018829059042549427,731,58,Navigation Menu,mimithorisson.com
1,476,343,0.2833333333333333,0.0024279576133813736,728,31,Line,mimithorisson.com
2,775,347,0.4613095238095238,0.0024562719878814475,129,22,Text,mimithorisson.com
3,744,465,0.4428571428571429,0.003291546035633641,193,16,Line,mimithorisson.com
4,629,483,0.3744047619047619,0.003418960720883975,420,24,Text,mimithorisson.com
5,482,536,0.2869047619047619,0.00379412618300996,719,547,Image,mimithorisson.com
6,785,383,0.4672619047619048,0.002711101358382117,122,56,Icon,mimithorisson.com
7,1552,15,0.923809523809524,0.00010617890437527872,22,25,Icon,mimithorisson.com
8,1580,13,0.9404761904761904,9.202171712524156e-05,28,28,Icon,mimithorisson.com
9,1612,13,0.9595238095238096,9.202171712524156e-05,24,28,Icon,mimithorisson.com
0,1134,485,0.675,0.027143496753973585,273,48,Input field,mindhacks.com
1,1405,486,0.8363095238095238,0.02719946272666219,38,44,Button,mindhacks.com
2,470,781,0.2797619047619048,0.04370942466980076,626,368,Text,mindhacks.com
3,1136,292,0.6761904761904762,0.016342064025072756,309,20,Line,mindhacks.com
4,1134,319,0.675,0.0178531452876651,78,99,List,mindhacks.com
5,1136,457,0.6761904761904762,0.02557644951869264,306,23,Line,mindhacks.com
6,1137,574,0.6767857142857143,0.032124468323259464,310,21,Line,mindhacks.com
0,721,87,0.42916666666666653,0.015806686046511628,825,50,Navigation Menu,modernmrsdarcy.com
1,716,39,0.4261904761904762,0.007085755813953487,640,43,Navigation Menu,modernmrsdarcy.com
2,1392,35,0.8285714285714286,0.006359011627906978,37,45,Icon,modernmrsdarcy.com
3,136,197,0.08095238095238096,0.0357921511627907,707,396,Image,modernmrsdarcy.com
4,1133,504,0.6744047619047621,0.09156976744186046,115,59,Button,modernmrsdarcy.com
5,1171,904,0.6970238095238095,0.1642441860465116,280,279,Form,modernmrsdarcy.com
6,1186,1032,0.705952380952381,0.1875,251,49,Input field,modernmrsdarcy.com
7,1189,1080,0.7077380952380953,0.19622093023255813,245,50,Button,modernmrsdarcy.com
8,710,1026,0.4226190476190476,0.18640988372093026,101,52,Button,modernmrsdarcy.com
9,547,1855,0.3255952380952381,0.3370276162790697,443,90,Text,modernmrsdarcy.com
10,507,4819,0.3017857142857143,0.8755450581395349,672,97,Form,modernmrsdarcy.com
11,521,4843,0.3101190476190476,0.8799055232558141,220,52,Input field,modernmrsdarcy.com
12,742,4842,0.44166666666666665,0.8797238372093024,220,54,Input field,modernmrsdarcy.com
13,962,4843,0.5726190476190476,0.8799055232558141,197,52,Button,modernmrsdarcy.com
0,243,2095,0.1443850267379679,0.02416350445784939,707,75,Text,mygrammassouljo.blogspot.com
1,995,2134,0.5912061794414736,0.024613326259212698,250,330,Image,mygrammassouljo.blogspot.com
2,240,442,0.14260249554367202,0.0050979804154508025,225,38,Text,mygrammassouljo.blogspot.com
3,997,553,0.5923945335710041,0.006378242465484827,659,444,Image,mygrammassouljo.blogspot.com
4,1055,775,0.6268568033273916,0.008938766565552878,353,60,Text,mygrammassouljo.blogspot.com
0,654,64,0.3892857142857143,0.0030367734282325033,663,46,Text,mynameisyeh.com
1,637,115,0.37916666666666665,0.005456702253855279,331,492,Image,mynameisyeh.com
2,339,430,0.2017857142857143,0.020403321470937128,211,305,Navigation Menu,mynameisyeh.com
3,319,2958,0.1898809523809524,0.140355871886121,260,56,Input field,mynameisyeh.com
4,636,3121,0.37857142857142856,0.14809015421115065,697,137,Text,mynameisyeh.com
5,623,4298,0.37083333333333335,0.20393831553973904,364,689,List,mynameisyeh.com
6,314,75,0.1869047619047619,0.0035587188612099642,266,269,Image,mynameisyeh.com
7,634,7655,0.3773809523809524,0.363226571767497,697,396,Video,mynameisyeh.com
0,507,120,0.3017857142857143,0.01828710758914965,669,96,Navigation Menu,new-york
1,334,640,0.1988095238095238,0.0975312404754648,748,113,Text,new-york
2,337,1004,0.2005952380952381,0.1530021334958854,749,322,Image,new-york
3,1216,53,0.7238095238095238,0.008076805851874428,22,27,Icon,new-york
4,1276,52,0.7595238095238095,0.007924413288631514,30,30,Icon,new-york
5,1244,54,0.7404761904761905,0.008229198415117342,30,28,Icon,new-york
6,1312,53,0.7809523809523811,0.008076805851874428,26,32,Icon,new-york
0,954,95,0.5678571428571428,0.027745327102803738,362,59,Input field,NewsIndex.aspx
1,1269,102,0.7553571428571428,0.029789719626168224,46,43,Button,NewsIndex.aspx
2,353,49,0.2101190476190476,0.014310747663551403,514,41,Navigation Menu,NewsIndex.aspx
3,780,447,0.4642857142857143,0.13054906542056074,127,129,Image,NewsIndex.aspx
4,781,674,0.4648809523809524,0.19684579439252334,131,131,Image,NewsIndex.aspx
5,361,1422,0.2148809523809524,0.415303738317757,379,150,Text,NewsIndex.aspx
6,360,1335,0.21428571428571427,0.38989485981308414,524,56,Text,NewsIndex.aspx
7,364,2975,0.21666666666666667,0.8688668224299065,144,245,List,NewsIndex.aspx
8,830,2970,0.4940476190476191,0.8674065420560748,149,168,List,NewsIndex.aspx
9,670,2968,0.39880952380952384,0.866822429906542,164,298,List,NewsIndex.aspx
10,459,2818,0.2732142857142857,0.8230140186915887,25,24,Icon,NewsIndex.aspx
11,619,2817,0.36845238095238103,0.8227219626168224,28,28,Icon,NewsIndex.aspx
12,410,2820,0.24404761904761904,0.8235981308411215,24,23,Icon,NewsIndex.aspx
0,1110,166,0.6607142857142857,0.0060212557582792255,157,27,Input field,ofschemesandmemes
1,1279,167,0.7613095238095238,0.006057528383329102,39,24,Button,ofschemesandmemes
2,1017,448,0.6053571428571428,0.016250136022343938,103,31,Button,ofschemesandmemes
3,1220,449,0.7261904761904762,0.01628640864739381,102,29,Button,ofschemesandmemes
4,1120,448,0.6666666666666666,0.016250136022343938,101,31,Button,ofschemesandmemes
5,1011,1030,0.6017857142857143,0.03736080380137111,264,459,List,ofschemesandmemes
6,499,323,0.2970238095238095,0.01171605789110958,498,11,Line,ofschemesandmemes
7,354,344,0.2107142857142857,0.012477783017156952,606,52,Text,ofschemesandmemes
8,355,804,0.2113095238095238,0.029163190540099387,640,89,Text,ofschemesandmemes
9,1012,599,0.6023809523809524,0.02172730240487504,308,9,Line,ofschemesandmemes
10,498,9018,0.29642857142857143,0.3271065326997715,500,13,Line,ofschemesandmemes
11,359,1186,0.21369047619047615,0.04301933330915159,633,425,Image,ofschemesandmemes
0,366,317,0.2178571428571429,0.01281273998625763,947,49,Navigation Menu,opinionatedgamers.com
1,1084,399,0.6452380952380953,0.016127076512671274,136,34,Input field,opinionatedgamers.com
2,1219,399,0.7255952380952381,0.016127076512671274,52,33,Button,opinionatedgamers.com
3,1086,570,0.6464285714285715,0.02303868073238753,204,33,Input field,opinionatedgamers.com
4,1088,616,0.6476190476190476,0.024897942686229337,57,32,Button,opinionatedgamers.com
5,385,455,0.22916666666666666,0.018390525847783036,291,164,List,opinionatedgamers.com
6,388,993,0.23095238095238094,0.04013580696010671,304,230,Image,opinionatedgamers.com
7,1085,1272,0.6458333333333334,0.0514126348975385,195,256,List,opinionatedgamers.com
8,386,1729,0.22976190476190475,0.06988399822157552,649,69,Text,opinionatedgamers.com
9,382,3431,0.2273809523809524,0.13867669051372214,85,15,Line,opinionatedgamers.com
10,386,3486,0.22976190476190475,0.14089972111070692,73,35,Button,opinionatedgamers.com
11,525,3486,0.3125,0.14089972111070692,87,35,Button,opinionatedgamers.com
12,608,3489,0.3619047619047619,0.14102097732508792,113,31,Button,opinionatedgamers.com
13,720,3488,0.42857142857142855,0.1409805585869609,84,33,Button,opinionatedgamers.com
14,359,108,0.21369047619047615,0.0043652237177155325,965,22,Line,opinionatedgamers.com
0,241,216,0.14345238095238094,0.013125911521633449,1197,348,Image,persuasion2015.wordpress.com
1,241,660,0.14345238095238094,0.04010695187165776,786,444,Image,persuasion2015.wordpress.com
2,240,1122,0.14285714285714285,0.06818181818181818,787,110,Text,persuasion2015.wordpress.com
3,239,2632,0.14226190476190476,0.15994166261545942,780,99,Text,persuasion2015.wordpress.com
4,235,1957,0.13988095238095238,0.11892318911035488,55,23,Line,persuasion2015.wordpress.com
0,690,26,0.4107142857142857,0.002833787465940055,344,44,Navigation Menu,profhacker
1,1348,3,0.8023809523809524,0.00032697547683923706,295,126,Form,profhacker
2,1360,80,0.8095238095238095,0.008719346049046322,222,37,Input field,profhacker
3,1581,83,0.9410714285714286,0.009046321525885559,26,29,Button,profhacker
4,1509,35,0.8982142857142857,0.0038147138964577656,104,38,Button,profhacker
5,1440,41,0.8571428571428571,0.00446866485013624,64,24,Text,profhacker
